Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
201,DC-8,VulnHub,0,Linux,Web Server + Drupal CMS + SSH,Hard,3,Web Exploitation,Web Exploitation + CMS Exploitation + SQL Injection + Privilege Escalation,Web Enumeration → SQL Injection → Hash Cracking → CMS Exploitation → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; SQL Injection; Hash Cracking; CMS Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Hash Cracking; CMS Exploitation; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,8,Drupal SQL Injection (nid URL parameter) → admin hash cracking
202,Wordy,VulnHub,0,Linux,Web Server + SSH + WordPress + File Upload,Medium,2,Web Exploitation,Web Exploitation + WordPress Exploitation + File Upload + Privilege Escalation,WordPress Enumeration → File Upload Exploitation → Local File Inclusion → CSRF Exploitation → SQL Injection → Remote File Inclusion → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; File Upload; Local File Inclusion; SQL Injection; Remote File Inclusion; Webshell Execution; SUID Exploitation; Privilege Escalation,WordPress Enumeration; File Upload Exploitation; Local File Inclusion; CSRF Exploitation; SQL Injection; Remote File Inclusion; Reverse Shell; SUID Exploitation; Privilege Escalation,3-4 hours,3.5,9,WordPress multi-vulnerability CTF (5 attack methods)
203,Armour,VulnHub,0,Linux,Web Server + SSH + File Upload,Medium,2,Network Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Network Enumeration → Local File Inclusion → Service Exploitation → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; TFTP; Local File Inclusion; Service Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Local File Inclusion; Service Exploitation; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,Password split across 3 sources: TFTP + LFI + Tomcat manager
204,Misdirection 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Command Injection → Reverse Shell → Passwd File Manipulation → Privilege Escalation,Recon → Exploitation → Privilege Escalation,Enumeration; Command Injection; Reverse Shell; Passwd File Manipulation; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; Passwd File Manipulation; Privilege Escalation,1-2 hours,1.5,5,Command Injection (/debug page on port 8080) → writable /etc/passwd
205,BossPlayersCTF 1,VulnHub,0,Linux,Web Server + SSH + FTP,Medium,2,Web Exploitation,Web Exploitation + Credential Extraction + FTP Abuse + Privilege Escalation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → Command Injection → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Privilege Escalation,Enumeration; Encoding/Decoding; Command Injection; SUID Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; Command Injection; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,Hidden note + base64 encoding chain → command injection → SUID find
206,Hacker Fest 2019,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Plugin Exploitation → SQL Injection → Hash Cracking → CMS Exploitation → File Upload Exploitation → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Plugin Exploitation; SQL Injection; Hash Cracking; File Upload; Sudo Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Plugin Exploitation; SQL Injection; Hash Cracking; CMS Exploitation; File Upload Exploitation; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,WordPress Google Maps plugin SQL Injection (WPScan) → admin shell upload
207,ISRO,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → Credential Extraction → File Upload Exploitation → Reverse Shell → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Encoding/Decoding; Credential Extraction; File Upload; Reverse Shell; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; Credential Extraction; File Upload Exploitation; Reverse Shell; Privilege Escalation,1-2 hours,1.5,7,Source code multi-layer encoding → credential extraction → file upload
208,Joker,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Brute Force → CMS Exploitation → File Upload Exploitation → Webshell Execution → Container Escape → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Brute Force; CMS Exploitation; File Upload; Webshell Execution; Container Escape; Privilege Escalation,Web Enumeration; Brute Force; CMS Exploitation; File Upload Exploitation; Webshell Execution; Container Escape; Privilege Escalation,2-3 hours,2.5,8,Hidden /secret.txt + HTTP basic auth brute force → Joomla exploitation + LXD escape
209,Naruto,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Network Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Network Enumeration → Credential Extraction → Web Enumeration → CMS Exploitation → Remote Code Execution → Capability Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; Network Enumeration; CMS Exploitation; Remote Code Execution; Capability Exploitation; Privilege Escalation,Network Enumeration; Credential Extraction; Web Enumeration; CMS Exploitation; Remote Code Execution; Capability Exploitation; Privilege Escalation,2-3 hours,2.5,7,SMB anonymous access (uzumaki.txt hint) → Drupal CMS exploitation
210,LAMPSecurity CTF6,VulnHub,0,Linux,Web Server + Database + SSH,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Chain + Privilege Escalation,Web Enumeration → Information Disclosure → Credential Extraction → Webshell Execution → Reverse Shell → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Information Disclosure; Credential Extraction; Webshell Execution; Privilege Escalation,Web Enumeration; Information Disclosure; Credential Extraction; Webshell Execution; Reverse Shell; Privilege Escalation,1-2 hours,1.5,6,Exposed /sql/ directory with credentials → pre-installed backdoor.php
211,Avengers Arsenal,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → Wordlist Generation → Hash Cracking → Command Injection → Reverse Shell → PATH Hijacking → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; Source Code Disclosure; Encoding/Decoding; Wordlist Generation; Hash Cracking; Command Injection; PATH Hijacking; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; Wordlist Generation; Hash Cracking; Command Injection; Reverse Shell; PATH Hijacking; Privilege Escalation,3-4 hours,3.5,9,Git log enumeration + Spammimic steganography decode → CUPP wordlist
212,Rudra,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Network Enumeration → Local File Inclusion → Reverse Shell → Database Enumeration → Steganography Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; NFS Exploitation; Local File Inclusion; Reverse Shell; Database Enumeration; Steganography Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Local File Inclusion; Reverse Shell; Database Enumeration; Steganography Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,NFS share + Local File Inclusion → MySQL steganography SSH credential chain
213,Chakravyuh,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Local File Inclusion → Log File Injection → Remote Code Execution → Cron Abuse → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Local File Inclusion; SMTP Log Poisoning; Remote Code Execution; Cron Analysis; Privilege Escalation,Web Enumeration; WordPress Enumeration; Local File Inclusion; Log File Injection; Remote Code Execution; Cron Abuse; Privilege Escalation,2-3 hours,2.5,7,WordPress Mail Masta plugin LFI + SMTP log poisoning
214,Gears of War Ep1,VulnHub,0,Linux,Web Server + FTP + SSH + File Analysis,Medium,2,Web Exploitation,Web Exploitation + FTP Abuse + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Brute Force → CMS Exploitation → Plugin Exploitation → Reverse Shell → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; Reverse Shell; Privilege Escalation,Web Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; Plugin Exploitation; Reverse Shell; Privilege Escalation,1-2 hours,1.5,7,WordPress brute force → plugin exploitation → privilege escalation
215,Mumbai 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Local File Inclusion → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; WordPress Enumeration; Local File Inclusion; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Local File Inclusion; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,WordPress Mail Masta LFI → /etc/passwd → SSH credentials
216,EVM 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Brute Force → CMS Exploitation → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; File Upload; SUID Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,WordPress user enumeration + password brute force → shell upload
217,Jigsaw 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Encoding/Decoding → Brute Force → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Encoding/Decoding; Brute Force; SSH Access; SUID Exploitation; Privilege Escalation,Web Enumeration; Encoding/Decoding; Brute Force; SSH Access; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,6,Jigsaw puzzle image assembly CTF → SSH brute force → privilege escalation
218,Djinn 1,VulnHub,0,Linux,Web Server + FTP + SSH,Medium,2,Network Exploitation,Network Exploitation + FTP Enumeration + Credential Extraction + Privilege Escalation,FTP Anonymous Access → Network Enumeration → Credential Extraction → Local File Inclusion → Command Injection → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; Local File Inclusion; Command Injection; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Credential Extraction; Local File Inclusion; Command Injection; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,FTP anonymous (numbers.txt) + netcat port 1337 game → credential chain
